playlist_id,playlist_name,playlist_img,playlist_owner_name,playlist_owner_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,analysis_url,time_signature,added_at,is_local,primary_color,added_by.href,added_by.id,added_by.type,added_by.uri,added_by.external_urls.spotify,track.artists,track.available_markets,track.disc_number,track.duration_ms,track.episode,track.explicit,track.href,track.is_local,track.name,track.popularity,track.preview_url,track.track,track.track_number,track.type,track.uri,track.album.album_type,track.album.artists,track.album.available_markets,track.album.href,track.album.id,track.album.images,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.album.external_urls.spotify,track.external_ids.isrc,track.external_urls.spotify,video_thumbnail.url,key_name,mode_name,key_mode
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.435,0.426,4,-9.743,1,0.0387,0.9,0.00044,0.126,0.243,132.204,79CfEqbxzo1o2c95iQD0cM,https://api.spotify.com/v1/audio-analysis/79CfEqbxzo1o2c95iQD0cM,3,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,227055,FALSE,FALSE,https://api.spotify.com/v1/tracks/79CfEqbxzo1o2c95iQD0cM,FALSE,Love Language,57,https://p.scdn.co/mp3-preview/89d4067cb5f231d273a1424e622123e930474486?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:79CfEqbxzo1o2c95iQD0cM,single,,,https://api.spotify.com/v1/albums/0upRlUoRXemqNUXTi6lkTQ,0upRlUoRXemqNUXTi6lkTQ,,Love Language,25-02-22,day,1,album,spotify:album:0upRlUoRXemqNUXTi6lkTQ,https://open.spotify.com/album/0upRlUoRXemqNUXTi6lkTQ,IDAA22200220,https://open.spotify.com/track/79CfEqbxzo1o2c95iQD0cM,,E,major,E major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.453,0.277,1,-10.757,1,0.0293,0.788,0.00711,0.102,0.179,116.366,2YGv9qF44EOz8dBkV5jFae,https://api.spotify.com/v1/audio-analysis/2YGv9qF44EOz8dBkV5jFae,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,283492,FALSE,FALSE,https://api.spotify.com/v1/tracks/2YGv9qF44EOz8dBkV5jFae,FALSE,Jangan Semudah Ini,55,https://p.scdn.co/mp3-preview/97b9a0f63bbcabba830aede62bfecfcd49ccdd0a?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:2YGv9qF44EOz8dBkV5jFae,single,,,https://api.spotify.com/v1/albums/7boohOzNpleOSt60L4bzRB,7boohOzNpleOSt60L4bzRB,,Jangan Semudah Ini,18-02-22,day,1,album,spotify:album:7boohOzNpleOSt60L4bzRB,https://open.spotify.com/album/7boohOzNpleOSt60L4bzRB,FR10S2297729,https://open.spotify.com/track/2YGv9qF44EOz8dBkV5jFae,,C#,major,C# major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.691,0.642,11,-6.763,1,0.0273,0.233,0,0.213,0.79,100.013,21OXhVAGwkueDkmvPVLNPm,https://api.spotify.com/v1/audio-analysis/21OXhVAGwkueDkmvPVLNPm,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,209685,FALSE,FALSE,https://api.spotify.com/v1/tracks/21OXhVAGwkueDkmvPVLNPm,FALSE,Sinema,53,https://p.scdn.co/mp3-preview/d88dbb84d4e4bf312bd8f6ab52c9c6f2f9926ae6?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:21OXhVAGwkueDkmvPVLNPm,album,,,https://api.spotify.com/v1/albums/3K7DAXAdl6EdEZZkhQLLxX,3K7DAXAdl6EdEZZkhQLLxX,,TIME,25-02-22,day,10,album,spotify:album:3K7DAXAdl6EdEZZkhQLLxX,https://open.spotify.com/album/3K7DAXAdl6EdEZZkhQLLxX,IDA182232992,https://open.spotify.com/track/21OXhVAGwkueDkmvPVLNPm,,B,major,B major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.526,0.762,0,-6.693,1,0.0579,0.122,0,0.166,0.682,94.943,6vHOfjfzvqg5D4HrBe16iT,https://api.spotify.com/v1/audio-analysis/6vHOfjfzvqg5D4HrBe16iT,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,175659,FALSE,FALSE,https://api.spotify.com/v1/tracks/6vHOfjfzvqg5D4HrBe16iT,FALSE,Benar Orang Bilang,57,https://p.scdn.co/mp3-preview/a2f093851af31edecbcdcea963f7ed5d2cc0d6aa?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:6vHOfjfzvqg5D4HrBe16iT,single,,,https://api.spotify.com/v1/albums/2M1qUZ2YHHYgthMON0g7al,2M1qUZ2YHHYgthMON0g7al,,Benar Orang Bilang,04-02-22,day,1,album,spotify:album:2M1qUZ2YHHYgthMON0g7al,https://open.spotify.com/album/2M1qUZ2YHHYgthMON0g7al,IDAC52200001,https://open.spotify.com/track/6vHOfjfzvqg5D4HrBe16iT,,C,major,C major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.424,0.214,0,-9.586,1,0.0347,0.928,0.00000347,0.117,0.365,124.571,0ujcBFznK9ayq27eCpeNiK,https://api.spotify.com/v1/audio-analysis/0ujcBFznK9ayq27eCpeNiK,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,272086,FALSE,FALSE,https://api.spotify.com/v1/tracks/0ujcBFznK9ayq27eCpeNiK,FALSE,Hanya Singgah,58,https://p.scdn.co/mp3-preview/16bc53fa8f0c2e448a973f8b82bc85fe24a16ae3?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:0ujcBFznK9ayq27eCpeNiK,single,,,https://api.spotify.com/v1/albums/63GTbvDLzFJtmtb6tbGt1p,63GTbvDLzFJtmtb6tbGt1p,,Hanya Singgah,26-01-22,day,1,album,spotify:album:63GTbvDLzFJtmtb6tbGt1p,https://open.spotify.com/album/63GTbvDLzFJtmtb6tbGt1p,IDA172230009,https://open.spotify.com/track/0ujcBFznK9ayq27eCpeNiK,,C,major,C major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.552,0.4,1,-7.369,1,0.0304,0.71,0.00000339,0.109,0.154,119.913,0OgwkVbQ4jVfsZJO4Xs9hC,https://api.spotify.com/v1/audio-analysis/0OgwkVbQ4jVfsZJO4Xs9hC,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,250122,FALSE,FALSE,https://api.spotify.com/v1/tracks/0OgwkVbQ4jVfsZJO4Xs9hC,FALSE,Aku Yang Salah,72,https://p.scdn.co/mp3-preview/3f6d3295446134f7a44fdbe4e3a90a7fa3aa27ad?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:0OgwkVbQ4jVfsZJO4Xs9hC,single,,,https://api.spotify.com/v1/albums/3H5eQDyoOyoOy9yYXnyTPh,3H5eQDyoOyoOy9yYXnyTPh,,Aku Yang Salah,07-08-20,day,1,album,spotify:album:3H5eQDyoOyoOy9yYXnyTPh,https://open.spotify.com/album/3H5eQDyoOyoOy9yYXnyTPh,FRX202076178,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC,,C#,major,C# major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.763,0.631,4,-9.467,0,0.0334,0.657,0.0209,0.137,0.964,125.013,3NuKl7HM691ycLcCa6Vbq2,https://api.spotify.com/v1/audio-analysis/3NuKl7HM691ycLcCa6Vbq2,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,182414,FALSE,FALSE,https://api.spotify.com/v1/tracks/3NuKl7HM691ycLcCa6Vbq2,FALSE,Menghapus Jejakmu,62,https://p.scdn.co/mp3-preview/2413564b00a448adbf45f664260e39021253cd4f?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:3NuKl7HM691ycLcCa6Vbq2,single,,,https://api.spotify.com/v1/albums/4UOQ8yXRAdRDOpEcDgZdGq,4UOQ8yXRAdRDOpEcDgZdGq,,Menghapus Jejakmu,21-01-22,day,1,album,spotify:album:4UOQ8yXRAdRDOpEcDgZdGq,https://open.spotify.com/album/4UOQ8yXRAdRDOpEcDgZdGq,IDA182232753,https://open.spotify.com/track/3NuKl7HM691ycLcCa6Vbq2,,E,minor,E minor
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.655,0.537,10,-7.728,1,0.0253,0.228,0.000256,0.12,0.58,89.997,06V3aHH7fDSqHQMQhGPoBD,https://api.spotify.com/v1/audio-analysis/06V3aHH7fDSqHQMQhGPoBD,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,211666,FALSE,FALSE,https://api.spotify.com/v1/tracks/06V3aHH7fDSqHQMQhGPoBD,FALSE,Please Baby Please,59,https://p.scdn.co/mp3-preview/7a11de49da8b86a13813f561230fe1c225f96614?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:06V3aHH7fDSqHQMQhGPoBD,single,,,https://api.spotify.com/v1/albums/0RLuLmUup2sbIVKwMfKpVx,0RLuLmUup2sbIVKwMfKpVx,,Please Baby Please,09-02-22,day,1,album,spotify:album:0RLuLmUup2sbIVKwMfKpVx,https://open.spotify.com/album/0RLuLmUup2sbIVKwMfKpVx,FR10S2275659,https://open.spotify.com/track/06V3aHH7fDSqHQMQhGPoBD,,A#,major,A# major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.499,0.863,2,-5.746,1,0.04,0.087,0.0215,0.12,0.233,140.004,5IXRpSH7tlDnGDpsEAByvs,https://api.spotify.com/v1/audio-analysis/5IXRpSH7tlDnGDpsEAByvs,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,274819,FALSE,FALSE,https://api.spotify.com/v1/tracks/5IXRpSH7tlDnGDpsEAByvs,FALSE,Cobalah Mengerti,59,https://p.scdn.co/mp3-preview/2f225120bedb3276620c0608273916744c247570?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,9,track,spotify:track:5IXRpSH7tlDnGDpsEAByvs,album,,,https://api.spotify.com/v1/albums/7th82LGjGsDpfE52ZRPp4U,7th82LGjGsDpfE52ZRPp4U,,Hari Yang Cerah,26-01-22,day,10,album,spotify:album:7th82LGjGsDpfE52ZRPp4U,https://open.spotify.com/album/7th82LGjGsDpfE52ZRPp4U,IDA182232784,https://open.spotify.com/track/5IXRpSH7tlDnGDpsEAByvs,,D,major,D major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.592,0.85,11,-2.74,0,0.0432,0.175,0,0.136,0.933,143.975,4E0Ib1Xfhr15mQU6BNShSp,https://api.spotify.com/v1/audio-analysis/4E0Ib1Xfhr15mQU6BNShSp,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,205456,FALSE,FALSE,https://api.spotify.com/v1/tracks/4E0Ib1Xfhr15mQU6BNShSp,FALSE,Selalu Bersama,54,https://p.scdn.co/mp3-preview/dda15aa595d0a346ed23bef2a005ad63af84d2d0?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:4E0Ib1Xfhr15mQU6BNShSp,single,,,https://api.spotify.com/v1/albums/0nZF3NgXbl8qj7exGx9AtP,0nZF3NgXbl8qj7exGx9AtP,,Selalu Bersama,11-02-22,day,1,album,spotify:album:0nZF3NgXbl8qj7exGx9AtP,https://open.spotify.com/album/0nZF3NgXbl8qj7exGx9AtP,USA2P2203118,https://open.spotify.com/track/4E0Ib1Xfhr15mQU6BNShSp,,B,minor,B minor
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.661,0.561,2,-7.256,1,0.0347,0.389,0.00337,0.273,0.87,147.937,5SaKZSsiSOqxOH1N2qpAsh,https://api.spotify.com/v1/audio-analysis/5SaKZSsiSOqxOH1N2qpAsh,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,252399,FALSE,TRUE,https://api.spotify.com/v1/tracks/5SaKZSsiSOqxOH1N2qpAsh,FALSE,"KIW""",55,https://p.scdn.co/mp3-preview/a805dc181d75cd46a817a64b6d514511b4856516?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,6,track,spotify:track:5SaKZSsiSOqxOH1N2qpAsh,album,,,https://api.spotify.com/v1/albums/4QUd17mSKbu7lOHBcPtiCW,4QUd17mSKbu7lOHBcPtiCW,,POP SEBLAY,22-02-22,day,12,album,spotify:album:4QUd17mSKbu7lOHBcPtiCW,https://open.spotify.com/album/4QUd17mSKbu7lOHBcPtiCW,TCAGA2230167,https://open.spotify.com/track/5SaKZSsiSOqxOH1N2qpAsh,,D,major,D major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.472,0.283,7,-11.348,1,0.0307,0.611,0.00000134,0.126,0.287,144.147,3Z0K4sFU1fOiBOe7Nf3kix,https://api.spotify.com/v1/audio-analysis/3Z0K4sFU1fOiBOe7Nf3kix,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,229500,FALSE,FALSE,https://api.spotify.com/v1/tracks/3Z0K4sFU1fOiBOe7Nf3kix,FALSE,Menjadi Dia,70,,TRUE,1,track,spotify:track:3Z0K4sFU1fOiBOe7Nf3kix,album,,,https://api.spotify.com/v1/albums/0jxUY7K5FdwJNl3SmnOZOl,0jxUY7K5FdwJNl3SmnOZOl,,Tiara Andini,17-12-21,day,8,album,spotify:album:0jxUY7K5FdwJNl3SmnOZOl,https://open.spotify.com/album/0jxUY7K5FdwJNl3SmnOZOl,IDUM72100487,https://open.spotify.com/track/3Z0K4sFU1fOiBOe7Nf3kix,,G,major,G major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.75,0.583,7,-8.069,1,0.0477,0.0766,0.0000162,0.145,0.673,119.05,0OQ8BncEhjg4sOi006Vws3,https://api.spotify.com/v1/audio-analysis/0OQ8BncEhjg4sOi006Vws3,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,198540,FALSE,FALSE,https://api.spotify.com/v1/tracks/0OQ8BncEhjg4sOi006Vws3,FALSE,Impas,52,https://p.scdn.co/mp3-preview/8441c07b4d372bfcedf669e6363a285bc9e89553?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:0OQ8BncEhjg4sOi006Vws3,single,,,https://api.spotify.com/v1/albums/3qzzXQDq978YIIln45PRFz,3qzzXQDq978YIIln45PRFz,,Impas,18-02-22,day,1,album,spotify:album:3qzzXQDq978YIIln45PRFz,https://open.spotify.com/album/3qzzXQDq978YIIln45PRFz,IDA182232957,https://open.spotify.com/track/0OQ8BncEhjg4sOi006Vws3,,G,major,G major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.566,0.162,6,-14.735,0,0.0264,0.959,0.0000878,0.103,0.152,99.984,63vyBkGoSePwPl2eI7Q843,https://api.spotify.com/v1/audio-analysis/63vyBkGoSePwPl2eI7Q843,3,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,280963,FALSE,FALSE,https://api.spotify.com/v1/tracks/63vyBkGoSePwPl2eI7Q843,FALSE,Memori,53,https://p.scdn.co/mp3-preview/a919ba7467b45d2c457b2874fe35f76def208097?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:63vyBkGoSePwPl2eI7Q843,single,,,https://api.spotify.com/v1/albums/30QNOfjJZkPW0aS9kT3mIu,30QNOfjJZkPW0aS9kT3mIu,,Memori,11-02-22,day,1,album,spotify:album:30QNOfjJZkPW0aS9kT3mIu,https://open.spotify.com/album/30QNOfjJZkPW0aS9kT3mIu,TCAGA2292250,https://open.spotify.com/track/63vyBkGoSePwPl2eI7Q843,,F#,minor,F# minor
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.365,0.223,1,-9.503,1,0.0306,0.914,0.00000532,0.0948,0.195,137.473,6ZlGasXMModY9Tjv60FS10,https://api.spotify.com/v1/audio-analysis/6ZlGasXMModY9Tjv60FS10,1,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,269469,FALSE,FALSE,https://api.spotify.com/v1/tracks/6ZlGasXMModY9Tjv60FS10,FALSE,Dibanding Dia,66,,TRUE,6,track,spotify:track:6ZlGasXMModY9Tjv60FS10,album,,,https://api.spotify.com/v1/albums/20nf5isZzrFuEOr0tIZkWG,20nf5isZzrFuEOr0tIZkWG,,Lyodra,16-07-21,day,8,album,spotify:album:20nf5isZzrFuEOr0tIZkWG,https://open.spotify.com/album/20nf5isZzrFuEOr0tIZkWG,IDUM72100180,https://open.spotify.com/track/6ZlGasXMModY9Tjv60FS10,,C#,major,C# major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.412,0.345,9,-11.781,1,0.0313,0.889,0.617,0.0797,0.217,88.792,1K2bNJgWU7cGRIAVOyOyzk,https://api.spotify.com/v1/audio-analysis/1K2bNJgWU7cGRIAVOyOyzk,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,202000,FALSE,FALSE,https://api.spotify.com/v1/tracks/1K2bNJgWU7cGRIAVOyOyzk,FALSE,Rantau,57,https://p.scdn.co/mp3-preview/b850a15b37be9b118bbf836ec1eade529724a1a6?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:1K2bNJgWU7cGRIAVOyOyzk,album,,,https://api.spotify.com/v1/albums/0t4RNN2t8lhd9yI9YxFHk5,0t4RNN2t8lhd9yI9YxFHk5,,Riuh,21-01-22,day,10,album,spotify:album:0t4RNN2t8lhd9yI9YxFHk5,https://open.spotify.com/album/0t4RNN2t8lhd9yI9YxFHk5,FRS182147959,https://open.spotify.com/track/1K2bNJgWU7cGRIAVOyOyzk,,A,major,A major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.509,0.233,2,-10.742,1,0.0284,0.921,0.000231,0.113,0.328,105.944,0zwz8FMlxFZXdnMHhLNvx5,https://api.spotify.com/v1/audio-analysis/0zwz8FMlxFZXdnMHhLNvx5,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,243442,FALSE,FALSE,https://api.spotify.com/v1/tracks/0zwz8FMlxFZXdnMHhLNvx5,FALSE,Sahabat Dulu - From Layangan Putus,75,https://p.scdn.co/mp3-preview/2b4a06d3ac5bd1be8a15e83c33f9b2f3674c4322?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:0zwz8FMlxFZXdnMHhLNvx5,single,,,https://api.spotify.com/v1/albums/5abXZR2GOqONPOc7ZuYoEO,5abXZR2GOqONPOc7ZuYoEO,,Sahabat Dulu (From Layangan Putus),19-11-21,day,1,album,spotify:album:5abXZR2GOqONPOc7ZuYoEO,https://open.spotify.com/album/5abXZR2GOqONPOc7ZuYoEO,IDA822100125,https://open.spotify.com/track/0zwz8FMlxFZXdnMHhLNvx5,,D,major,D major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.332,0.425,5,-5.339,1,0.0306,0.77,0.000187,0.124,0.385,136.044,4d3Oc82rj1hVPlNZvcZ3KB,https://api.spotify.com/v1/audio-analysis/4d3Oc82rj1hVPlNZvcZ3KB,3,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,301368,FALSE,FALSE,https://api.spotify.com/v1/tracks/4d3Oc82rj1hVPlNZvcZ3KB,FALSE,Roman Picisan,70,https://p.scdn.co/mp3-preview/883b0873177d43b71c310eed4768d0baee32ec98?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:4d3Oc82rj1hVPlNZvcZ3KB,single,,,https://api.spotify.com/v1/albums/1Nu57IYMONBk10GTTaVkt7,1Nu57IYMONBk10GTTaVkt7,,Kangen,10-12-21,day,4,album,spotify:album:1Nu57IYMONBk10GTTaVkt7,https://open.spotify.com/album/1Nu57IYMONBk10GTTaVkt7,IDAA22100930,https://open.spotify.com/track/4d3Oc82rj1hVPlNZvcZ3KB,,F,major,F major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.555,0.678,9,-8.251,1,0.0301,0.294,0.00814,0.102,0.409,115.997,1D7GuxwgqFZzGnhJwvQU8X,https://api.spotify.com/v1/audio-analysis/1D7GuxwgqFZzGnhJwvQU8X,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,269420,FALSE,FALSE,https://api.spotify.com/v1/tracks/1D7GuxwgqFZzGnhJwvQU8X,FALSE,Mungkin Nanti,62,https://p.scdn.co/mp3-preview/01f27db7a2663f7d9b636ccb67a5e5929ebb1ac5?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,2,track,spotify:track:1D7GuxwgqFZzGnhJwvQU8X,album,,,https://api.spotify.com/v1/albums/5K6G6PthNOaUsFR0XXyTAz,5K6G6PthNOaUsFR0XXyTAz,,Bintang di Surga,12-01-22,day,8,album,spotify:album:5K6G6PthNOaUsFR0XXyTAz,https://open.spotify.com/album/5K6G6PthNOaUsFR0XXyTAz,IDA182132636,https://open.spotify.com/track/1D7GuxwgqFZzGnhJwvQU8X,,A,major,A major
37i9dQZF1DWZxM58TRkuqg,Puncak Klasemen,https://i.scdn.co/image/ab67706f0000000372d962577b47cd3044562cc5,Spotify,spotify,0.309,0.275,6,-10.619,1,0.0324,0.811,0.000236,0.137,0.277,144.833,5trwhScfkragdaXuDnLgQE,https://api.spotify.com/v1/audio-analysis/5trwhScfkragdaXuDnLgQE,4,2022-03-10T17:00:00Z,FALSE,,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,226055,FALSE,FALSE,https://api.spotify.com/v1/tracks/5trwhScfkragdaXuDnLgQE,FALSE,Dara,57,https://p.scdn.co/mp3-preview/cbf4eaa59a957afd6d9933b3f129eded0f783861?cid=46f08ee3e7d0421ab91abc12a45cc7b0,TRUE,1,track,spotify:track:5trwhScfkragdaXuDnLgQE,single,,,https://api.spotify.com/v1/albums/5VrIHHZ5lrDNaW6ZH8zwbg,5VrIHHZ5lrDNaW6ZH8zwbg,,Dara,04-02-22,day,1,album,spotify:album:5VrIHHZ5lrDNaW6ZH8zwbg,https://open.spotify.com/album/5VrIHHZ5lrDNaW6ZH8zwbg,IDA172230028,https://open.spotify.com/track/5trwhScfkragdaXuDnLgQE,,F#,major,F# major
